molecule_chembl_id,chemical_name,drug_name,chembl_id,disease_name,evidence,pubmed,drug_clean,disease_clean
C072936,notoginsenoside R1,,,Learning Disabilities,therapeutic,25213453,,learning disabilities
C072936,notoginsenoside R1,,,Liver Diseases,therapeutic,18176958,,liver diseases
C072936,notoginsenoside R1,,,Memory Disorders,therapeutic,25213453,,memory disorders
C072936,notoginsenoside R1,,,Myocardial Infarction,therapeutic,24781185,,myocardial infarction
C072936,notoginsenoside R1,,,Myocardial Reperfusion Injury,therapeutic,25305180,,myocardial reperfusion injury
C072936,notoginsenoside R1,,,Osteoporosis,therapeutic,26362186,,osteoporosis
C072936,notoginsenoside R1,,,"Plaque, Atherosclerotic",therapeutic,24933211,,plaque atherosclerotic
C072936,notoginsenoside R1,,,Reperfusion Injury,therapeutic,18176958,,reperfusion injury
C072936,notoginsenoside R1,,,"Ventricular Dysfunction, Left",therapeutic,23170834,,ventricular dysfunction left
C542919,notoginseny,,,Phlebitis,therapeutic,12544367,,phlebitis
D009675,Novobiocin,,,Melanoma,therapeutic,1739614,,melanoma
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Acute Kidney Injury,therapeutic,16153449,,acute kidney injury
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Albuminuria,therapeutic,17065336,,albuminuria
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,"Arthritis, Experimental",therapeutic,11766996,,arthritis experimental
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Atherosclerosis,therapeutic,18093987,,atherosclerosis
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Autoimmune Diseases,therapeutic,17430113,,autoimmune diseases
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Brain Contusion,therapeutic,25668593,,brain contusion
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Brain Edema,therapeutic,25668593,,brain edema
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,"Brain Injuries, Traumatic",therapeutic,15829224,,brain injuries traumatic
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Cerebral Hemorrhage,therapeutic,18468597,,cerebral hemorrhage
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Cerebrovascular Disorders,therapeutic,15159442,,cerebrovascular disorders
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Chemical and Drug Induced Liver Injury,therapeutic,25747661,,chemical and drug induced liver injury
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Colitis,therapeutic,11766996,,colitis
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,"Diabetes Mellitus, Congenital Autoimmune",therapeutic,11766996,,diabetes mellitus congenital autoimmune
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,"Diabetes Mellitus, Experimental",therapeutic,11766996,,diabetes mellitus experimental
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Diabetic Retinopathy,therapeutic,15370362,,diabetic retinopathy
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Disease Progression,therapeutic,11766996,,disease progression
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,"Encephalomyelitis, Autoimmune, Experimental",therapeutic,15159442,,encephalomyelitis autoimmune experimental
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Endotoxemia,therapeutic,11766996,,endotoxemia
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Fatty Liver,therapeutic,27984176,,fatty liver
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,"Fatty Liver, Alcoholic",therapeutic,29317476,,fatty liver alcoholic
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Fibrosis,therapeutic,31273855,,fibrosis
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,"Gastritis, Atrophic",therapeutic,20634404,,gastritis atrophic
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Heat Stroke,therapeutic,18091544,,heat stroke
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Hepatomegaly,therapeutic,31273855,,hepatomegaly
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Hyperglycemia,therapeutic,11766996,,hyperglycemia
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Hyperplasia,therapeutic,20634404,,hyperplasia
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,"Infarction, Middle Cerebral Artery",therapeutic,11179503,,infarction middle cerebral artery
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Inflammation,therapeutic,11766996,,inflammation
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Intestinal Polyps,therapeutic,15063141,,intestinal polyps
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Ischemia,therapeutic,16153449,,ischemia
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Liver Diseases,therapeutic,18091544,,liver diseases
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,"Liver Neoplasms, Experimental",therapeutic,18695907,,liver neoplasms experimental
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Lung Injury,therapeutic,16127429,,lung injury
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Mesenteric Ischemia,therapeutic,12006805,,mesenteric ischemia
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Metaplasia,therapeutic,20634404,,metaplasia
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Motor Skills Disorders,therapeutic,24935635,,motor skills disorders
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Myocardial Infarction,therapeutic,11845877,,myocardial infarction
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Necrosis,therapeutic,25806124,,necrosis
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Nerve Degeneration,therapeutic,25029343,,nerve degeneration
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Neurobehavioral Manifestations,therapeutic,25668593,,neurobehavioral manifestations
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Neurologic Manifestations,therapeutic,15829224,,neurologic manifestations
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Neuromuscular Manifestations,therapeutic,18468597,,neuromuscular manifestations
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Non-alcoholic Fatty Liver Disease,therapeutic,31273855,,non alcoholic fatty liver disease
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Pancreatic Neoplasms,therapeutic,31692907,,pancreatic neoplasms
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Pancreatitis,therapeutic,16127429,,pancreatitis
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Paralysis,therapeutic,15696051,,paralysis
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Peritonitis,therapeutic,11766996,,peritonitis
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,"Plaque, Atherosclerotic",therapeutic,18093987,,plaque atherosclerotic
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Pneumonia,therapeutic,25221900,,pneumonia
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Precancerous Conditions,therapeutic,20634404,,precancerous conditions
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Pre-Eclampsia,therapeutic,15778700,,pre eclampsia
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Pulmonary Edema,therapeutic,11818323,,pulmonary edema
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Reperfusion Injury,therapeutic,12006805,,reperfusion injury
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,"Shock, Septic",therapeutic,12006805,,shock septic
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Spinal Cord Injuries,therapeutic,15696051,,spinal cord injuries
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Spinal Cord Ischemia,therapeutic,15696051,,spinal cord ischemia
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Subarachnoid Hemorrhage,therapeutic,27157545,,subarachnoid hemorrhage
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Triple Negative Breast Neoplasms,therapeutic,20798217,,triple negative breast neoplasms
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Uveitis,therapeutic,11766996,,uveitis
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,"Vasculitis, Central Nervous System",therapeutic,29651748,,vasculitis central nervous system
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,"Vasospasm, Intracranial",therapeutic,29651748,,vasospasm intracranial
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Ventricular Dysfunction,therapeutic,11845877,,ventricular dysfunction
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Weight Gain,therapeutic,31273855,,weight gain
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,Weight Loss,therapeutic,11766996,,weight loss
C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",,,"Wounds, Penetrating",therapeutic,25014793,,wounds penetrating
C529989,NP 40208,,,Cardiomegaly,therapeutic,18034274,,cardiomegaly
C117759,NPC 18884,,,Edema,therapeutic,10543429,,edema
C117759,NPC 18884,,,Hyperalgesia,therapeutic,10543429,,hyperalgesia
C117759,NPC 18884,,,Pain,therapeutic,10543429,,pain
C101705,N-phenacylthiazolium bromide,,,Diabetes Complications,therapeutic,11677237,,diabetes complications
C000596368,N-phenethylbenzamide,,,Edema,therapeutic,25656915,,edema
C470324,N-phenethylpiperidine oxalate,,,Fever,therapeutic,21130800,,fever
C442478,N-phenyl-7-(hydroxyimino)cyclopropa(b)chromen-1a-carboxamide,,,Parkinson Disease,therapeutic,22088953,,parkinson disease
C553580,"N-(piperidin-1-yl)-1-(2,4-dichlorophenyl)-1,4-dihydro-6-methylindeno(1,2-c)pyrazole-3-carboxamide",,,Pain,therapeutic,31218677,,pain
C487484,N-pip-phenylalanine-homophenylalanine-vinyl sulfone phenyl,,,Chagas Disease,therapeutic,25666761,,chagas disease
C487484,N-pip-phenylalanine-homophenylalanine-vinyl sulfone phenyl,,,"Hemorrhagic Fever, Ebola",therapeutic,25666761,,hemorrhagic fever ebola
C487484,N-pip-phenylalanine-homophenylalanine-vinyl sulfone phenyl,,,Severe Acute Respiratory Syndrome,therapeutic,25666761,,severe acute respiratory syndrome
C559056,NPLC 0393,,,"Liver Cirrhosis, Experimental",therapeutic,21151953,,liver cirrhosis experimental
C423264,(N-propargyl-(3R) aminoindan-5-yl)-ethyl methyl carbamate,,,Hyperkinesis,therapeutic,16086033,,hyperkinesis
C561226,"N-propylnoraporphin-11-yl 5-(1,2-dithiolan-3-yl)pentanoate",,,"Dyskinesia, Drug-Induced",therapeutic,21591752,,dyskinesia drug induced
C561226,"N-propylnoraporphin-11-yl 5-(1,2-dithiolan-3-yl)pentanoate",,,Parkinsonian Disorders,therapeutic,21591752,,parkinsonian disorders
C111654,NPS R-467,,,"Hyperparathyroidism, Secondary",therapeutic,15086907,,hyperparathyroidism secondary
C111654,NPS R-467,,,Nephrocalcinosis,therapeutic,15086907,,nephrocalcinosis
C106996,NRA 0045,,,Hyperkinesis,therapeutic,9223539,,hyperkinesis
C106996,NRA 0045,,,Psychotic Disorders,therapeutic,9179395,,psychotic disorders
C106996,NRA 0045,,,Seizures,therapeutic,9223539,,seizures
C121249,NRA 0160,,,Hyperkinesis,therapeutic,10579464,,hyperkinesis
C528638,NR-ANX-C,,,Catalepsy,therapeutic,18160755,,catalepsy
C085084,NSC 100880,,,Glioma,therapeutic,12650430,,glioma
C487513,NSC 23766,,,Acute Lung Injury,therapeutic,21511011,,acute lung injury
C487513,NSC 23766,,,Cardiotoxicity,therapeutic,28710503,,cardiotoxicity
C487513,NSC 23766,,,"Ventricular Dysfunction, Left",therapeutic,28710503,,ventricular dysfunction left
C117469,NSC 284682,,,"Lymphoma, T-Cell",therapeutic,21226894,,lymphoma t cell
C570896,NSC305787,,,Neoplasm Metastasis,therapeutic,27137931,,neoplasm metastasis
C404397,NSC 680410,,,Leukemia,therapeutic,16481037,,leukemia
C558013,NSC 689534,,,"Neoplasms, Experimental",therapeutic,20971185,,neoplasms experimental
C082247,NSP 804,,,Heart Failure,therapeutic,7687727,,heart failure
C082248,NSP 805,,,Heart Failure,therapeutic,7687727,,heart failure
C071369,"n-tritriacontane-16,18-dione",,,Colonic Neoplasms,therapeutic,1657429,,colonic neoplasms
C071369,"n-tritriacontane-16,18-dione",,,"Liver Neoplasms, Experimental",therapeutic,1657429,,liver neoplasms experimental
C466913,NU2058,,,Prostatic Neoplasms,therapeutic,17599054,,prostatic neoplasms
C008692,nuciferine,,,Acute Lung Injury,therapeutic,29311940,,acute lung injury
C008692,nuciferine,,,"Arthritis, Experimental",therapeutic,38658097,,arthritis experimental
C008692,nuciferine,,,Chemical and Drug Induced Liver Injury,therapeutic,33817209,,chemical and drug induced liver injury
C008692,nuciferine,,,"Colitis, Ulcerative",therapeutic,35909691,,colitis ulcerative
C008692,nuciferine,,,Fatty Liver,therapeutic,23691094,,fatty liver
C008692,nuciferine,,,Hyperuricemia,therapeutic,25499818,,hyperuricemia
C008692,nuciferine,,,"Infertility, Female",therapeutic,37734199,,infertility female
C008692,nuciferine,,,Insulin Resistance,therapeutic,30129056,,insulin resistance
C008692,nuciferine,,,Ischemic Stroke,therapeutic,35894702,,ischemic stroke
C008692,nuciferine,,,Lipid Metabolism Disorders,therapeutic,38006352,,lipid metabolism disorders
C008692,nuciferine,,,Metabolic Syndrome,therapeutic,23691094,,metabolic syndrome
C008692,nuciferine,,,Non-alcoholic Fatty Liver Disease,therapeutic,32581811,,non alcoholic fatty liver disease
C008692,nuciferine,,,Obesity,therapeutic,33262480,,obesity
C008692,nuciferine,,,"Plaque, Atherosclerotic",therapeutic,36395561,,plaque atherosclerotic
C008692,nuciferine,,,Pregnancy Complications,therapeutic,37734199,,pregnancy complications
C008692,nuciferine,,,"Renal Insufficiency, Chronic",therapeutic,38006352,,renal insufficiency chronic
C008692,nuciferine,,,Reperfusion Injury,therapeutic,38232541,,reperfusion injury
C008692,nuciferine,,,Weight Gain,therapeutic,32581811,,weight gain
C008692,nuciferine,,,Weight Loss,therapeutic,33817209,,weight loss
D009706,"Nucleic Acids, Nucleotides, and Nucleosides",,,Perinatal Death,therapeutic,30629986,,perinatal death
D009705,Nucleosides,,,Hepatitis B,therapeutic,20346065,,hepatitis b
D009705,Nucleosides,,,Postoperative Complications,therapeutic,18816503,,postoperative complications
D009711,Nucleotides,,,"Liver Cirrhosis, Experimental",therapeutic,15465738,,liver cirrhosis experimental
C482205,nutlin 3,,,Kidney Diseases,therapeutic,32856486,,kidney diseases
C482205,nutlin 3,,,"Neoplasms, Experimental",therapeutic,21205074,,neoplasms experimental
C482205,nutlin 3,,,Neuroblastoma,therapeutic,22260869,,neuroblastoma
C482205,nutlin 3,,,Osteosarcoma,therapeutic,21624110,,osteosarcoma
C482205,nutlin 3,,,Retroperitoneal liposarcoma,therapeutic,21624110,,retroperitoneal liposarcoma
C482205,nutlin 3,,,Stomach Neoplasms,therapeutic,21205074,,stomach neoplasms
C502355,NVP ADW742,,,"Sarcoma, Ewing",therapeutic,16740780,,sarcoma ewing
C516714,NVP-TAE684,,,Adenocarcinoma of Lung,therapeutic,22553343,,adenocarcinoma of lung
C516714,NVP-TAE684,,,Neuroblastoma,therapeutic,22588779,,neuroblastoma
C010722,nylestriol,,,Osteoporosis,therapeutic,12665316,,osteoporosis
C000594859,nymphayol,,,"Diabetes Mellitus, Type 2",therapeutic,25499137,,diabetes mellitus type 2
C000594859,nymphayol,,,Hyperglycemia,therapeutic,25499137,,hyperglycemia
C000594859,nymphayol,,,Stomach Ulcer,therapeutic,25289771,,stomach ulcer
D009761,Nystatin,,,Mycoses,therapeutic,16374455,,mycoses
C568537,O-1602 compound,,,Anxiety Disorders,therapeutic,28800762,,anxiety disorders
C568537,O-1602 compound,,,Extravasation of Diagnostic and Therapeutic Materials,therapeutic,32615180,,extravasation of diagnostic and therapeutic materials
C568537,O-1602 compound,,,Nociceptive Pain,therapeutic,21683763,,nociceptive pain
C474958,"O(2)-(2,4-dinitrophenyl) 1-((4-ethoxycarbonyl)piperazin-1-yl)diazen-1-ium-1,2-diolate",,,Adenocarcinoma of Lung,therapeutic,20962031,,adenocarcinoma of lung
C474958,"O(2)-(2,4-dinitrophenyl) 1-((4-ethoxycarbonyl)piperazin-1-yl)diazen-1-ium-1,2-diolate",,,"Carcinoma, Hepatocellular",therapeutic,20962031,,carcinoma hepatocellular
C474958,"O(2)-(2,4-dinitrophenyl) 1-((4-ethoxycarbonyl)piperazin-1-yl)diazen-1-ium-1,2-diolate",,,"Carcinoma, Non-Small-Cell Lung",therapeutic,20962031,,carcinoma non small cell lung
C474958,"O(2)-(2,4-dinitrophenyl) 1-((4-ethoxycarbonyl)piperazin-1-yl)diazen-1-ium-1,2-diolate",,,Leukemia,therapeutic,20962031,,leukemia
C474958,"O(2)-(2,4-dinitrophenyl) 1-((4-ethoxycarbonyl)piperazin-1-yl)diazen-1-ium-1,2-diolate",,,Multiple Myeloma,therapeutic,20962031,,multiple myeloma
C474958,"O(2)-(2,4-dinitrophenyl) 1-((4-ethoxycarbonyl)piperazin-1-yl)diazen-1-ium-1,2-diolate",,,"Neoplasms, Experimental",therapeutic,16821795,,neoplasms experimental
C474958,"O(2)-(2,4-dinitrophenyl) 1-((4-ethoxycarbonyl)piperazin-1-yl)diazen-1-ium-1,2-diolate",,,Prostatic Neoplasms,therapeutic,20962031,,prostatic neoplasms
C107010,"O(2)-vinyl-1-(pyrrolidin-1-yl)diazen-1-ium-1,2-diolate",,,Chemical and Drug Induced Liver Injury,therapeutic,12540782,,chemical and drug induced liver injury
C107010,"O(2)-vinyl-1-(pyrrolidin-1-yl)diazen-1-ium-1,2-diolate",,,"Kidney Tubular Necrosis, Acute",therapeutic,12832150,,kidney tubular necrosis acute
C107010,"O(2)-vinyl-1-(pyrrolidin-1-yl)diazen-1-ium-1,2-diolate",,,"Nephritis, Interstitial",therapeutic,12832150,,nephritis interstitial
C064976,O(6)-benzylguanine,,,Glioma,therapeutic,12481416,,glioma
C464660,obeticholic acid,,,Albuminuria,therapeutic,26655953,,albuminuria
C464660,obeticholic acid,,,Chemical and Drug Induced Liver Injury,therapeutic,29660435,,chemical and drug induced liver injury
C464660,obeticholic acid,OBETICHOLIC ACID,CHEMBL566315,Cholangitis,therapeutic,31299240,obeticholic acid,cholangitis
C464660,obeticholic acid,OBETICHOLIC ACID,CHEMBL566315,Cholestasis,therapeutic,29660435,obeticholic acid,cholestasis
C464660,obeticholic acid,,,Colitis,therapeutic,21242261,,colitis
C464660,obeticholic acid,,,Colonic Diseases,therapeutic,35439472,,colonic diseases
C464660,obeticholic acid,,,Dysbiosis,therapeutic,36720452,,dysbiosis
C464660,obeticholic acid,OBETICHOLIC ACID,CHEMBL566315,Fatty Liver,therapeutic,26655953,obeticholic acid,fatty liver
C464660,obeticholic acid,,,Fibrosis,therapeutic,26655953,,fibrosis
C464660,obeticholic acid,,,Gallbladder Diseases,therapeutic,36581201,,gallbladder diseases
C464660,obeticholic acid,,,"Glomerulosclerosis, Focal Segmental",therapeutic,26655953,,glomerulosclerosis focal segmental
C464660,obeticholic acid,,,Hemorrhage,therapeutic,21242261,,hemorrhage
C464660,obeticholic acid,,,Hepatic Veno-Occlusive Disease,therapeutic,38703205,,hepatic veno occlusive disease
C464660,obeticholic acid,OBETICHOLIC ACID,CHEMBL566315,Hepatitis,therapeutic,35688268,obeticholic acid,hepatitis
C464660,obeticholic acid,,,"Hepatitis, Animal",therapeutic,30745416,,hepatitis animal
C464660,obeticholic acid,,,Hepatomegaly,therapeutic,27865854,,hepatomegaly
C464660,obeticholic acid,,,Ileal Diseases,therapeutic,35439472,,ileal diseases
C464660,obeticholic acid,,,Inflammation,therapeutic,29660435,,inflammation
C464660,obeticholic acid,OBETICHOLIC ACID,CHEMBL566315,Liver Cirrhosis,therapeutic,30745416,obeticholic acid,liver cirrhosis
C464660,obeticholic acid,,,"Liver Cirrhosis, Experimental",therapeutic,15860571,,liver cirrhosis experimental
C464660,obeticholic acid,,,Massive Hepatic Necrosis,therapeutic,29660435,,massive hepatic necrosis
C464660,obeticholic acid,,,Necrosis,therapeutic,27865854,,necrosis
C464660,obeticholic acid,OBETICHOLIC ACID,CHEMBL566315,Non-alcoholic Fatty Liver Disease,therapeutic,30745416,obeticholic acid,non alcoholic fatty liver disease
C464660,obeticholic acid,,,Renal Insufficiency,therapeutic,26655953,,renal insufficiency
C464660,obeticholic acid,,,Ulcer,therapeutic,21242261,,ulcer
C464660,obeticholic acid,,,Weight Gain,therapeutic,26655953,,weight gain
C464660,obeticholic acid,,,Weight Loss,therapeutic,21242261,,weight loss
D009768,Obidoxime Chloride,,,Ataxia,therapeutic,33517499,,ataxia
D009768,Obidoxime Chloride,,,Bradycardia,therapeutic,26200596,,bradycardia
D009768,Obidoxime Chloride,,,Hyperkinesis,therapeutic,33517499,,hyperkinesis
D009768,Obidoxime Chloride,,,Hypotension,therapeutic,26200596,,hypotension
D009768,Obidoxime Chloride,,,Miosis,therapeutic,26200596,,miosis
D009768,Obidoxime Chloride,,,Neurobehavioral Manifestations,therapeutic,26200596,,neurobehavioral manifestations
D009768,Obidoxime Chloride,,,Neuromuscular Diseases,therapeutic,20385200,,neuromuscular diseases
D009768,Obidoxime Chloride,,,Neuromuscular Manifestations,therapeutic,19793545,,neuromuscular manifestations
D009768,Obidoxime Chloride,,,Organophosphate Poisoning,therapeutic,19746406,,organophosphate poisoning
D009768,Obidoxime Chloride,,,Poisoning,therapeutic,20599844,,poisoning
D009768,Obidoxime Chloride,,,Seizures,therapeutic,26751814,,seizures
D009768,Obidoxime Chloride,,,Sialorrhea,therapeutic,26200596,,sialorrhea
C408162,oblimersen,,,"Leukemia, Lymphocytic, Chronic, B-Cell",therapeutic,17296974,,leukemia lymphocytic chronic b cell
C408162,oblimersen,,,"Lymphoma, B-Cell",therapeutic,16675587,,lymphoma b cell
C408162,oblimersen,,,Melanoma,therapeutic,11095261,,melanoma
C408162,oblimersen,,,Multiple Myeloma,therapeutic,15867202,,multiple myeloma
C051760,OC-HDP protocol,,,Neuroblastoma,therapeutic,3561328,,neuroblastoma
D000077609,O-(Chloroacetylcarbamoyl)fumagillol,,,"Carcinoma, Hepatocellular",therapeutic,16061884,,carcinoma hepatocellular
D000077609,O-(Chloroacetylcarbamoyl)fumagillol,,,"Carcinoma, Lewis Lung",therapeutic,10766175,,carcinoma lewis lung
D000077609,O-(Chloroacetylcarbamoyl)fumagillol,,,"Carcinoma, Transitional Cell",therapeutic,12576464,,carcinoma transitional cell
D000077609,O-(Chloroacetylcarbamoyl)fumagillol,,,Edema,therapeutic,15302998,,edema
D000077609,O-(Chloroacetylcarbamoyl)fumagillol,,,Hemorrhage,therapeutic,15302998,,hemorrhage
D000077609,O-(Chloroacetylcarbamoyl)fumagillol,,,Urinary Bladder Neoplasms,therapeutic,15371876,,urinary bladder neoplasms
C080118,ocimum oil,,,Edema,therapeutic,27474066,,edema
C002763,octacosane,,,"Melanoma, Experimental",therapeutic,24991116,,melanoma experimental
C084837,octadecyl-(2-(N-methylpiperidino)ethyl)phosphate,,,"Trypanosomiasis, African",therapeutic,9107362,,trypanosomiasis african
C100288,octoclothepine,,,Psychotic Disorders,therapeutic,31480,,psychotic disorders
D009655,Octopamine,,,Hyperinsulinism,therapeutic,15000448,,hyperinsulinism
D009655,Octopamine,,,Weight Gain,therapeutic,15000448,,weight gain
D015282,Octreotide,,,Abdominal Pain,therapeutic,2298134,,abdominal pain
D015282,Octreotide,OCTREOTIDE,CHEMBL1680,Acromegaly,therapeutic,10494874,octreotide,acromegaly
D015282,Octreotide,,,Adenocarcinoma,therapeutic,17959037,,adenocarcinoma
D015282,Octreotide,OCTREOTIDE,CHEMBL1680,Adenoma,therapeutic,1518435,octreotide,adenoma
D015282,Octreotide,OCTREOTIDE,CHEMBL1680,"Adenoma, Islet Cell",therapeutic,9024721,octreotide,adenoma islet cell
D015282,Octreotide,,,Albuminuria,therapeutic,1516598,,albuminuria
D015282,Octreotide,OCTREOTIDE,CHEMBL1680,Carcinoid Tumor,therapeutic,11416760,octreotide,carcinoid tumor
D015282,Octreotide,OCTREOTIDE,CHEMBL1680,"Carcinoma, Hepatocellular",therapeutic,11729512,octreotide,carcinoma hepatocellular
D015282,Octreotide,,,"Carcinoma, Islet Cell",therapeutic,2319110,,carcinoma islet cell
D015282,Octreotide,,,"Carcinoma, Lewis Lung",therapeutic,21655919,,carcinoma lewis lung
D015282,Octreotide,,,Cholelithiasis,therapeutic,11788010,,cholelithiasis
D015282,Octreotide,,,Chylous Ascites,therapeutic,16283598,,chylous ascites
